Package,Class name,Branch Coverage,(1) % Branch coverage,(4) McCabe complexity
org.apache.commons.configuration2.tree,ModelTransaction.ChildrenUpdateOperation,1,100,14
org.apache.commons.configuration2.interpol,InterpolatorSpecification.Builder,1,100,16
org.apache.commons.configuration2.interpol,ExprLookup,0.7,70,21
org.apache.commons.configuration2.interpol,ConstantLookup,0.875,87.5,10
org.apache.commons.configuration2.interpol,ExprLookup.Variable,0.75,75,8
org.apache.commons.configuration2.interpol,ConfigurationInterpolator,1,100,49
org.apache.commons.configuration2.interpol,ExprLookup.Variables,0,0,4
org.apache.commons.configuration2.web,BaseWebConfiguration,1,100,10
org.apache.commons.configuration2.web,AppletConfiguration,0,0,5
org.apache.commons.configuration2.web,ServletRequestConfiguration,0.8,80,8
org.apache.commons.configuration2.spring,ConfigurationPropertiesFactoryBean,0.95,95,24
org.apache.commons.configuration2.spring,ConfigurationPropertySource,0,0,5
